"survey_year","respondent_no","개인 업무 특성_독립","개인 업무 특성_협업","내 자리 업무 행태","내 자리 업무 행태_1순위","내 자리 업무 행태_2순위","내 자리 업무 행태_3순위","내 자리 업무 행태__기타_텍스트","생산성이 증대되는 업무 장소","생산성이 증대되는 업무 장소__기타_텍스트","커뮤니케이션 행태","커뮤니케이션 행태_1순위","커뮤니케이션 행태_2순위","커뮤니케이션 행태_3순위","커뮤니케이션 행태__기타_텍스트","회의 횟수","회의 시간","회의 규모","회의 규모_1순위","회의 규모_2순위","회의 규모_3순위","협업 대상","협업 대상_1순위","협업 대상_2순위","협업 대상_3순위","협업 대상_4순위","업무 외 활동 니즈","업무 외 활동 니즈_1순위","업무 외 활동 니즈_2순위","업무 외 활동 니즈_3순위","업무 외 활동 니즈__기타_텍스트","오피스 경험 인식_기능 공간","오피스 경험 인식_생활 공간","사무환경 만족도_종합","사무환경 만족도_직원 배려","사무환경 만족도_업무 효율","사무환경 만족도_유연","사무환경 만족도_수평","조직문화 만족도_유연","조직문화 만족도_친밀함","조직문화 만족도_동기부여","조직문화 만족도_자율","조직문화 만족도_워라밸","커피를 마시며 동료와 대화","우연한 만남을 통한 가벼운 커뮤니케이션","필요에 맞게 자율적으로 일 할 공간을 선택","재충전을 위한 개인 휴식","필요에 맞게 협업 공간 선택","팀원 또는 유관 팀과 정기적 회의","서로의 작업 진행 상황과 정보를 공유","팀원 또는 유관 팀과 간단한 캐주얼 회의","혼자 몰입해야 하는 순간에 독립된 공간으로 자리를 이동","업무 중 상급자와 부담없이 소통","통화나 회의로 발생하는 소음을 최소화","직급/직책에 관계없이 의견 개진 및 다양한 직급/직책간 상호 교류","자유 의견","연령대","소속","직급","응답 코드"
"2025","19","70","30","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|업무 관련 통화|참고 서적이나 서류 검토","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","업무 관련 통화","참고 서적이나 서류 검토","","일정 시간 사무실 외부 공간에서 업무를 수행한다.","","비정기적으로 의견을 교류하는 캐주얼 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|자유롭게 아이디어를 나누는 브레인스토밍 회의","비정기적으로 의견을 교류하는 캐주얼 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","","1-2회","30분~1시간","5-8인|4인 이하|9-16인","5-8인","4인 이하","9-16인","기획조정실 - 기획예산팀|영업지원실 - 영업업무팀|기획조정실 - 홍보팀|해당사항 없음","기획조정실 - 기획예산팀","영업지원실 - 영업업무팀","기획조정실 - 홍보팀","해당사항 없음","출근 직후 및 점심 시간에 간단한 취식|조직 구성원과의 편안한 대화|출근 직후 또는 업무 중 짧은 휴식","출근 직후 및 점심 시간에 간단한 취식","조직 구성원과의 편안한 대화","출근 직후 또는 업무 중 짧은 휴식","","5","4","4","4","4","1","1","1","3","1","1","2","2","2","1","1","1","1","6","5","1","5","1","1","사무공간이 조직문화에 잠식되는 것이 아닌 개선된 사무환경이 발전된 조직문화로 이어졌으면 좋겠습니다.","30대","해당사항 없음","대리","114982946835"
"2025","20","60","40","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|참고 서적이나 서류 검토|1인 컨퍼런스콜 / 화상회의","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","1인 컨퍼런스콜 / 화상회의","","거의 모든 업무를 내 자리에서 수행한다.","","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|외부 인원(계열사, 협력사 등)과의 업무 협의 회의|자유롭게 아이디어를 나누는 브레인스토밍 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","","1-2회","30분 미만","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","경영지원실 - 총무팀|기획조정실 - 기획예산팀|채권관리실 - 채권관리팀|정보화지원센터","경영지원실 - 총무팀","기획조정실 - 기획예산팀","채권관리실 - 채권관리팀","정보화지원센터","조직 구성원과의 편안한 대화|분리된 공간에서 조용하게 집중 업무|캐주얼한 분위기에서 편안하게 업무","조직 구성원과의 편안한 대화","분리된 공간에서 조용하게 집중 업무","캐주얼한 분위기에서 편안하게 업무","","3","4","3","3","3","3","3","3","3","3","3","3","5","5","5","5","5","5","5","5","4","4","4","4","상.하직급의 서로 존중과 배려하는 문화","40대","경영지원실 - 사옥관리팀","차장","114982944171"
"2025","21","20","80","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|참고 서적이나 서류 검토|업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","업무 관련 통화","","거의 모든 업무를 내 자리에서 수행한다.","","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|자유롭게 아이디어를 나누는 브레인스토밍 회의|비정기적으로 의견을 교류하는 캐주얼 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","비정기적으로 의견을 교류하는 캐주얼 회의","","1-2회","30분~1시간","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","경영지원실 - 총무팀|영업지원실 - 영업업무팀|경영지원실 - 사옥관리팀|금융사업실 - 금융사업팀","경영지원실 - 총무팀","영업지원실 - 영업업무팀","경영지원실 - 사옥관리팀","금융사업실 - 금융사업팀","분리된 공간에서 조용하게 집중 업무|조직 구성원이 모여 자유로운 업무공유 및 토론|출근 직후 또는 업무 중 짧은 휴식","분리된 공간에서 조용하게 집중 업무","조직 구성원이 모여 자유로운 업무공유 및 토론","출근 직후 또는 업무 중 짧은 휴식","","4","4","4","4","4","3","3","3","4","3","3","3","2","2","2","2","2","3","4","4","4","5","3","6","회의, 휴게, 식사 등 공용공간이 부족합니다.","20대","기획조정실 - 기획예산팀","사원","114982908396"
"2025","22","70","30","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|업무 관련 통화|참고 서적이나 서류 검토","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","업무 관련 통화","참고 서적이나 서류 검토","","거의 모든 업무를 내 자리에서 수행한다.","","비정기적으로 의견을 교류하는 캐주얼 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|자유롭게 아이디어를 나누는 브레인스토밍 회의","비정기적으로 의견을 교류하는 캐주얼 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","","3-4회","30분~1시간","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","정보화지원센터|경영지원실 - 총무팀|금융사업실 - 회계팀|기획조정실 - 홍보팀","정보화지원센터","경영지원실 - 총무팀","금융사업실 - 회계팀","기획조정실 - 홍보팀","별도로 마련된 공간에서 고객 및 방문자 응대|캐주얼한 분위기에서 편안하게 업무|장비가 잘 갖춰진 회의공간에서 밀도 높은 미팅","별도로 마련된 공간에서 고객 및 방문자 응대","캐주얼한 분위기에서 편안하게 업무","장비가 잘 갖춰진 회의공간에서 밀도 높은 미팅","","3","4","3","2","2","2","2","3","3","3","2","3","2","2","1","2","2","2","2","2","1","2","2","2","사무실 배치가 지금과 같이 통제 중심보다는 기능과 경험이 개선되는 방향으로 바뀌면 좋겠습니다.","30대","경영지원실 - 인사팀","과장","114982840075"
"2025","23","60","40","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|참고 서적이나 서류 검토|샘플이나 실물 검토/목업","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","샘플이나 실물 검토/목업","","내 자리 또는 사무실 내 오픈 라운지에서 수행한다.","","비정기적으로 의견을 교류하는 캐주얼 회의|자유롭게 아이디어를 나누는 브레인스토밍 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","비정기적으로 의견을 교류하는 캐주얼 회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","","5-6회","30분~1시간","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","해당사항 없음|해당사항 없음|해당사항 없음|해당사항 없음","해당사항 없음","해당사항 없음","해당사항 없음","해당사항 없음","카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅|조직 구성원과의 편안한 대화|별도로 마련된 공간에서 고객 및 방문자 응대","카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅","조직 구성원과의 편안한 대화","별도로 마련된 공간에서 고객 및 방문자 응대","","4","5","2","2","3","2","2","2","4","4","4","4","3","3","3","2","3","5","5","4","6","6","2","4","보수적 문화가 짙은 조직입니다. 이제는 바꿀 때가 됐어요. 사무환경 개선으로 마음을 열수 있게 만들어주세요~ ","50대 이상","기획조정실 - 기획예산팀","팀장","114982903084"
"2025","24","60","40","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|업무 관련 통화|참고 서적이나 서류 검토","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","업무 관련 통화","참고 서적이나 서류 검토","","내 자리 또는 사무실 내 1인 업무 공간에서 수행한다.","","자유롭게 아이디어를 나누는 브레인스토밍 회의|지식 공유 목적의 교육 및 세미나|외부 인원(계열사, 협력사 등)과의 업무 협의 회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","지식 공유 목적의 교육 및 세미나","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","","1-2회","30분 미만","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","경영지원실 - 총무팀|금융사업실 - 회계팀|해당사항 없음|해당사항 없음","경영지원실 - 총무팀","금융사업실 - 회계팀","해당사항 없음","해당사항 없음","출근 직후 및 점심 시간에 간단한 취식|출근 직후 또는 업무 중 짧은 휴식|별도로 마련된 공간에서 고객 및 방문자 응대","출근 직후 및 점심 시간에 간단한 취식","출근 직후 또는 업무 중 짧은 휴식","별도로 마련된 공간에서 고객 및 방문자 응대","","4","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","","30대","경영지원실 - 사옥관리팀","사원","114982803207"
"2025","25","30","70","참고 서적이나 서류 검토|문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|업무 관련 통화","참고 서적이나 서류 검토","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","업무 관련 통화","","내 자리 또는 사무실 내 오픈 라운지에서 수행한다.","","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|외부 인원(계열사, 협력사 등)과의 업무 협의 회의|지식 공유 목적의 교육 및 세미나","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","지식 공유 목적의 교육 및 세미나","","1-2회","30분~1시간","5-8인|4인 이하|9-16인","5-8인","4인 이하","9-16인","경영지원실 - 총무팀|기획조정실 - 기획예산팀|금융사업실 - 회계팀|해당사항 없음","경영지원실 - 총무팀","기획조정실 - 기획예산팀","금융사업실 - 회계팀","해당사항 없음","분리된 공간에서 조용하게 집중 업무|카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅|별도로 마련된 공간에서 고객 및 방문자 응대","분리된 공간에서 조용하게 집중 업무","카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅","별도로 마련된 공간에서 고객 및 방문자 응대","","5","3","3","2","3","1","4","3","2","2","4","3","2","3","4","2","4","4","3","4","3","4","1","2","","50대 이상","경영지원실 - 사옥관리팀","팀장","114982853820"
"2025","26","20","80","업무 관련 통화|문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|참고 서적이나 서류 검토","업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","","거의 모든 업무를 내 자리에서 수행한다.","","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|자유롭게 아이디어를 나누는 브레인스토밍 회의|비정기적으로 의견을 교류하는 캐주얼 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","비정기적으로 의견을 교류하는 캐주얼 회의","","3-4회","30분~1시간","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","채권관리실 - 채권관리팀|채권관리실 - 법무팀|영업지원실 - 영업업무팀|영업지원실 - 신용심사팀","채권관리실 - 채권관리팀","채권관리실 - 법무팀","영업지원실 - 영업업무팀","영업지원실 - 신용심사팀","캐주얼한 분위기에서 편안하게 업무|분리된 공간에서 조용하게 집중 업무|카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅","캐주얼한 분위기에서 편안하게 업무","분리된 공간에서 조용하게 집중 업무","카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅","","4","3","3","2","2","1","2","1","3","2","2","5","1","1","1","1","2","2","2","1","4","2","2","1","","30대","영업지원실 - 공제사업팀","과장","114982823904"
"2025","27","40","60","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|참고 서적이나 서류 검토|업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","업무 관련 통화","","내 자리 또는 사무실 내 오픈 라운지에서 수행한다.","","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|지식 공유 목적의 교육 및 세미나|외부 인원(계열사, 협력사 등)과의 업무 협의 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","지식 공유 목적의 교육 및 세미나","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","","3-4회","30분~1시간","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","영업지원실 - 영업업무팀|영업지원실 - 공제사업팀|영업지원실 - 신용심사팀|채권관리실 - 법무팀","영업지원실 - 영업업무팀","영업지원실 - 공제사업팀","영업지원실 - 신용심사팀","채권관리실 - 법무팀","조직 구성원과의 편안한 대화|캐주얼한 분위기에서 편안하게 업무|분리된 공간에서 조용하게 집중 업무","조직 구성원과의 편안한 대화","캐주얼한 분위기에서 편안하게 업무","분리된 공간에서 조용하게 집중 업무","","4","4","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","7","7","","30대","채권관리실 - 채권관리팀","대리","114982840644"
"2025","28","30","70","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|참고 서적이나 서류 검토|업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","업무 관련 통화","","거의 모든 업무를 내 자리에서 수행한다.","","비정기적으로 의견을 교류하는 캐주얼 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|자유롭게 아이디어를 나누는 브레인스토밍 회의","비정기적으로 의견을 교류하는 캐주얼 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","","해당사항 없음","해당사항 없음","5-8인|4인 이하|9-16인","5-8인","4인 이하","9-16인","금융사업실 - 금융사업팀|경영지원실 - 총무팀|경영지원실 - 사옥관리팀|영업지원실 - 영업업무팀","금융사업실 - 금융사업팀","경영지원실 - 총무팀","경영지원실 - 사옥관리팀","영업지원실 - 영업업무팀","조직 구성원과의 편안한 대화|출근 직후 및 점심 시간에 간단한 취식|별도로 마련된 공간에서 고객 및 방문자 응대","조직 구성원과의 편안한 대화","출근 직후 및 점심 시간에 간단한 취식","별도로 마련된 공간에서 고객 및 방문자 응대","","4","4","3","3","3","3","3","3","4","3","3","3","4","4","3","3","3","4","5","4","3","5","3","4","점심식사 이후 직원들이 모여 자유롭게 휴식할 수 있는 휴게 공간이 있으면 좋겠습니다 ","30대","금융사업실 - 회계팀","사원","114982832137"
"2025","29","40","60","참고 서적이나 서류 검토|문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|업무 관련 통화","참고 서적이나 서류 검토","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","업무 관련 통화","","거의 모든 업무를 내 자리에서 수행한다.","","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|외부 인원(계열사, 협력사 등)과의 업무 협의 회의|지식 공유 목적의 교육 및 세미나","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","지식 공유 목적의 교육 및 세미나","","3-4회","30분~1시간","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","채권관리실 - 법무팀|영업지원실 - 영업업무팀|영업지원실 - 신용심사팀|정보화지원센터","채권관리실 - 법무팀","영업지원실 - 영업업무팀","영업지원실 - 신용심사팀","정보화지원센터","조직 구성원이 모여 자유로운 업무공유 및 토론|캐주얼한 분위기에서 편안하게 업무|출근 직후 또는 업무 중 짧은 휴식","조직 구성원이 모여 자유로운 업무공유 및 토론","캐주얼한 분위기에서 편안하게 업무","출근 직후 또는 업무 중 짧은 휴식","","4","4","2","1","1","1","3","1","3","3","2","3","2","2","1","1","1","2","2","2","1","4","1","2","","30대","채권관리실 - 채권관리팀","과장","114982825361"
"2025","30","40","60","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|참고 서적이나 서류 검토|업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","업무 관련 통화","","거의 모든 업무를 내 자리에서 수행한다.","","외부 인원(계열사, 협력사 등)과의 업무 협의 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|자유롭게 아이디어를 나누는 브레인스토밍 회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","","3-4회","30분~1시간","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","기획조정실 - 경영전략팀|채권관리실 - 법무팀|기획조정실 - 홍보팀|해당사항 없음","기획조정실 - 경영전략팀","채권관리실 - 법무팀","기획조정실 - 홍보팀","해당사항 없음","별도로 마련된 공간에서 고객 및 방문자 응대|조직 구성원이 모여 자유로운 업무공유 및 토론|캐주얼한 분위기에서 편안하게 업무","별도로 마련된 공간에서 고객 및 방문자 응대","조직 구성원이 모여 자유로운 업무공유 및 토론","캐주얼한 분위기에서 편안하게 업무","","5","5","4","3","3","2","4","3","4","3","3","4","4","4","3","2","3","5","5","4","6","5","3","4","국내 선진기업 사무환경 참조 요청","40대","영업지원실 - 공제사업팀","차장","114982798531"
"2025","31","70","30","참고 서적이나 서류 검토|업무 관련 통화|문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","","내 자리 또는 사무실 내 오픈 라운지에서 수행한다.","","지식 공유 목적의 교육 및 세미나|외부 인원(계열사, 협력사 등)과의 업무 협의 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","지식 공유 목적의 교육 및 세미나","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","","3-4회","30분 미만","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","채권관리실 - 채권관리팀|영업지원실 - 공제사업팀|영업지원실 - 신용심사팀|감사실","채권관리실 - 채권관리팀","영업지원실 - 공제사업팀","영업지원실 - 신용심사팀","감사실","분리된 공간에서 조용하게 집중 업무|조직 구성원과의 편안한 대화|조직 구성원이 모여 자유로운 업무공유 및 토론","분리된 공간에서 조용하게 집중 업무","조직 구성원과의 편안한 대화","조직 구성원이 모여 자유로운 업무공유 및 토론","","5","4","4","4","4","3","4","3","4","4","4","4","6","6","4","4","5","5","5","5","4","6","5","6","","30대","채권관리실 - 법무팀","사원","114982817830"
"2025","32","80","20","참고 서적이나 서류 검토|샘플이나 실물 검토/목업|문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","샘플이나 실물 검토/목업","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","","거의 모든 업무를 내 자리에서 수행한다.","","자유롭게 아이디어를 나누는 브레인스토밍 회의|비정기적으로 의견을 교류하는 캐주얼 회의|외부 인원(계열사, 협력사 등)과의 업무 협의 회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","비정기적으로 의견을 교류하는 캐주얼 회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","","9회 이상","30분~1시간","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","영업지원실 - 공제사업팀|금융사업실 - 대체투자팀|경영지원실 - 총무팀|금융사업실 - 회계팀","영업지원실 - 공제사업팀","금융사업실 - 대체투자팀","경영지원실 - 총무팀","금융사업실 - 회계팀","분리된 공간에서 조용하게 집중 업무|조직 구성원이 모여 자유로운 업무공유 및 토론|출근 직후 또는 업무 중 짧은 휴식","분리된 공간에서 조용하게 집중 업무","조직 구성원이 모여 자유로운 업무공유 및 토론","출근 직후 또는 업무 중 짧은 휴식","","5","3","3","3","3","3","3","2","2","2","2","2","4","4","4","4","4","4","4","4","4","4","4","4","","50대 이상","기획조정실 - 경영전략팀","팀장","114982818355"
"2025","33","25","75","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|업무 관련 통화|참고 서적이나 서류 검토","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","업무 관련 통화","참고 서적이나 서류 검토","","내 자리 또는 사무실 내 오픈 라운지에서 수행한다.","","자유롭게 아이디어를 나누는 브레인스토밍 회의|비정기적으로 의견을 교류하는 캐주얼 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","비정기적으로 의견을 교류하는 캐주얼 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","","3-4회","1시간~1시간 30분","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","정보화지원센터|영업지원실 - 영업업무팀|기획조정실 - 기획예산팀|기획조정실 - 경영전략팀","정보화지원센터","영업지원실 - 영업업무팀","기획조정실 - 기획예산팀","기획조정실 - 경영전략팀","카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅|출근 직후 및 점심 시간에 간단한 취식|캐주얼한 분위기에서 편안하게 업무","카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅","출근 직후 및 점심 시간에 간단한 취식","캐주얼한 분위기에서 편안하게 업무","","3","5","1","1","1","2","2","1","3","1","3","4","1","1","1","1","3","3","4","4","1","1","1","4","- 자리 배치의 경직성 완화  - 사내 휴식공간 부족(카페테리아, 휴게실 등)  - 탕비실 기능 부족","30대","영업지원실 - 신용심사팀","사원","114982813354"
"2025","35","70","30","참고 서적이나 서류 검토|업무 관련 통화|문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","","내 자리 또는 사무실 내 1인 업무 공간에서 수행한다.","","외부 인원(계열사, 협력사 등)과의 업무 협의 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|비정기적으로 의견을 교류하는 캐주얼 회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","비정기적으로 의견을 교류하는 캐주얼 회의","","3-4회","30분~1시간","5-8인|4인 이하|9-16인","5-8인","4인 이하","9-16인","경영지원실 - 총무팀|금융사업실 - 회계팀|기획조정실 - 기획예산팀|기획조정실 - 홍보팀","경영지원실 - 총무팀","금융사업실 - 회계팀","기획조정실 - 기획예산팀","기획조정실 - 홍보팀","출근 직후 및 점심 시간에 간단한 취식|출근 직후 또는 업무 중 짧은 휴식|카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅","출근 직후 및 점심 시간에 간단한 취식","출근 직후 또는 업무 중 짧은 휴식","카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅","","3","5","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","1","1","1","1","1","1","1. 아침 또는 점심을 간단히 먹을 수 있는 공간이 생기면 좋겠습니다.  2. 공간은 사람의 삷의 형태를 결정한다고 믿습니다. 수직적이고 딱딱한 공제조합의 조직문화가 이번 인테리어 공사를 통재 변화하길 바랍니다.","30대","해당사항 없음","대리","114982806901"
