"survey_year","respondent_no","개인 업무 특성_독립","개인 업무 특성_협업","내 자리 업무 행태","내 자리 업무 행태_1순위","내 자리 업무 행태_2순위","내 자리 업무 행태_3순위","내 자리 업무 행태__기타_텍스트","생산성이 증대되는 업무 장소","생산성이 증대되는 업무 장소__기타_텍스트","커뮤니케이션 행태","커뮤니케이션 행태_1순위","커뮤니케이션 행태_2순위","커뮤니케이션 행태_3순위","커뮤니케이션 행태__기타_텍스트","회의 횟수","회의 시간","회의 규모","회의 규모_1순위","회의 규모_2순위","회의 규모_3순위","협업 대상","협업 대상_1순위","협업 대상_2순위","협업 대상_3순위","협업 대상_4순위","업무 외 활동 니즈","업무 외 활동 니즈_1순위","업무 외 활동 니즈_2순위","업무 외 활동 니즈_3순위","업무 외 활동 니즈__기타_텍스트","오피스 경험 인식_기능 공간","오피스 경험 인식_생활 공간","사무환경 만족도_종합","사무환경 만족도_직원 배려","사무환경 만족도_업무 효율","사무환경 만족도_유연","사무환경 만족도_수평","조직문화 만족도_유연","조직문화 만족도_친밀함","조직문화 만족도_동기부여","조직문화 만족도_자율","조직문화 만족도_워라밸","커피를 마시며 동료와 대화","우연한 만남을 통한 가벼운 커뮤니케이션","필요에 맞게 자율적으로 일 할 공간을 선택","재충전을 위한 개인 휴식","필요에 맞게 협업 공간 선택","팀원 또는 유관 팀과 정기적 회의","서로의 작업 진행 상황과 정보를 공유","팀원 또는 유관 팀과 간단한 캐주얼 회의","혼자 몰입해야 하는 순간에 독립된 공간으로 자리를 이동","업무 중 상급자와 부담없이 소통","통화나 회의로 발생하는 소음을 최소화","직급/직책에 관계없이 의견 개진 및 다양한 직급/직책간 상호 교류","자유 의견","연령대","소속","직급","응답 코드"
"2025","36","20","80","참고 서적이나 서류 검토|업무 관련 통화|문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","","내 자리 또는 사무실 내 오픈 라운지에서 수행한다.","","외부 인원(계열사, 협력사 등)과의 업무 협의 회의|비정기적으로 의견을 교류하는 캐주얼 회의|자유롭게 아이디어를 나누는 브레인스토밍 회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","비정기적으로 의견을 교류하는 캐주얼 회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","","9회 이상","30분~1시간","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","기획조정실 - 기획예산팀|경영지원실 - 총무팀|기획조정실 - 경영전략팀|해당사항 없음","기획조정실 - 기획예산팀","경영지원실 - 총무팀","기획조정실 - 경영전략팀","해당사항 없음","별도로 마련된 공간에서 고객 및 방문자 응대|분리된 공간에서 조용하게 집중 업무|조직 구성원이 모여 자유로운 업무공유 및 토론","별도로 마련된 공간에서 고객 및 방문자 응대","분리된 공간에서 조용하게 집중 업무","조직 구성원이 모여 자유로운 업무공유 및 토론","","4","4","3","2","2","2","2","2","4","3","3","3","4","4","3","3","2","2","2","2","2","3","3","4","개인의 공간을 효율적으로 배치하여 개인의 업무향상도를 높이는 방향으로 개선되었으면 하고 외부와의 업무협의시 수시로 회의장을 이용할 수 있는 공간의 장을 마련해 주셨으면 함.","50대 이상","금융사업실 - 금융사업팀","실장/센터장","114982804591"
"2025","37","30","70","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|샘플이나 실물 검토/목업|참고 서적이나 서류 검토","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","샘플이나 실물 검토/목업","참고 서적이나 서류 검토","","내 자리 또는 사무실 내 오픈 라운지에서 수행한다.","","자유롭게 아이디어를 나누는 브레인스토밍 회의|비정기적으로 의견을 교류하는 캐주얼 회의|외부 인원(계열사, 협력사 등)과의 업무 협의 회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","비정기적으로 의견을 교류하는 캐주얼 회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","","1-2회","30분~1시간","5-8인|4인 이하|9-16인","5-8인","4인 이하","9-16인","경영지원실 - 총무팀|기획조정실 - 경영전략팀|경영지원실 - 사옥관리팀|영업지원실 - 영업업무팀","경영지원실 - 총무팀","기획조정실 - 경영전략팀","경영지원실 - 사옥관리팀","영업지원실 - 영업업무팀","캐주얼한 분위기에서 편안하게 업무|별도로 마련된 공간에서 고객 및 방문자 응대|카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅","캐주얼한 분위기에서 편안하게 업무","별도로 마련된 공간에서 고객 및 방문자 응대","카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅","","4","5","2","2","2","2","2","2","4","3","2","4","1","1","1","1","1","1","3","1","1","3","1","3","","30대","기획조정실 - 기획예산팀","대리","114982802244"
"2025","38","60","40","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|참고 서적이나 서류 검토|업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","업무 관련 통화","","거의 모든 업무를 내 자리에서 수행한다.","","지식 공유 목적의 교육 및 세미나|외부 인원(계열사, 협력사 등)과의 업무 협의 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","지식 공유 목적의 교육 및 세미나","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","","1-2회","30분~1시간","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","금융사업실 - 대체투자팀|금융사업실 - 회계팀|기획조정실 - 기획예산팀|기획조정실 - 경영전략팀","금융사업실 - 대체투자팀","금융사업실 - 회계팀","기획조정실 - 기획예산팀","기획조정실 - 경영전략팀","분리된 공간에서 조용하게 집중 업무|출근 직후 및 점심 시간에 간단한 취식|별도로 마련된 공간에서 고객 및 방문자 응대","분리된 공간에서 조용하게 집중 업무","출근 직후 및 점심 시간에 간단한 취식","별도로 마련된 공간에서 고객 및 방문자 응대","","5","5","5","5","5","5","5","5","5","5","5","5","7","7","6","6","7","7","7","7","6","7","6","7","회의실 및 직원들을 위한 휴게공간이 추가로 있으면 있으면 더 좋을 듯 합니다 감사합니다 ","30대","금융사업실 - 금융사업팀","사원","114982801823"
"2025","39","30","70","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|참고 서적이나 서류 검토|샘플이나 실물 검토/목업","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","샘플이나 실물 검토/목업","","거의 모든 업무를 내 자리에서 수행한다.","","비정기적으로 의견을 교류하는 캐주얼 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|지식 공유 목적의 교육 및 세미나","비정기적으로 의견을 교류하는 캐주얼 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","지식 공유 목적의 교육 및 세미나","","1-2회","30분~1시간","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","해당사항 없음|해당사항 없음|해당사항 없음|해당사항 없음","해당사항 없음","해당사항 없음","해당사항 없음","해당사항 없음","분리된 공간에서 조용하게 집중 업무|캐주얼한 분위기에서 편안하게 업무|조직 구성원이 모여 자유로운 업무공유 및 토론","분리된 공간에서 조용하게 집중 업무","캐주얼한 분위기에서 편안하게 업무","조직 구성원이 모여 자유로운 업무공유 및 토론","","3","3","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","","30대","금융사업실 - 회계팀","사원","114982805615"
"2025","40","70","30","참고 서적이나 서류 검토|업무 관련 통화|문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","","거의 모든 업무를 내 자리에서 수행한다.","","외부 인원(계열사, 협력사 등)과의 업무 협의 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|자유롭게 아이디어를 나누는 브레인스토밍 회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","","3-4회","30분~1시간","5-8인|4인 이하|9-16인","5-8인","4인 이하","9-16인","금융사업실 - 금융사업팀|기획조정실 - 기획예산팀|기획조정실 - 경영전략팀|해당사항 없음","금융사업실 - 금융사업팀","기획조정실 - 기획예산팀","기획조정실 - 경영전략팀","해당사항 없음","분리된 공간에서 조용하게 집중 업무|장비가 잘 갖춰진 회의공간에서 밀도 높은 미팅|출근 직후 및 점심 시간에 간단한 취식","분리된 공간에서 조용하게 집중 업무","장비가 잘 갖춰진 회의공간에서 밀도 높은 미팅","출근 직후 및 점심 시간에 간단한 취식","","5","4","3","2","2","2","3","2","4","2","3","3","4","4","3","3","2","3","3","3","3","4","2","3","","50대 이상","금융사업실 - 대체투자팀","팀장","114982804857"
"2025","41","90","10","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|참고 서적이나 서류 검토|업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","업무 관련 통화","","거의 모든 업무를 내 자리에서 수행한다.","","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|자유롭게 아이디어를 나누는 브레인스토밍 회의|비정기적으로 의견을 교류하는 캐주얼 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","비정기적으로 의견을 교류하는 캐주얼 회의","","1-2회","30분 미만","5-8인|4인 이하|9-16인","5-8인","4인 이하","9-16인","영업지원실 - 공제사업팀|기획조정실 - 기획예산팀|경영지원실 - 총무팀|해당사항 없음","영업지원실 - 공제사업팀","기획조정실 - 기획예산팀","경영지원실 - 총무팀","해당사항 없음","분리된 공간에서 조용하게 집중 업무|출근 직후 또는 업무 중 짧은 휴식|캐주얼한 분위기에서 편안하게 업무","분리된 공간에서 조용하게 집중 업무","출근 직후 또는 업무 중 짧은 휴식","캐주얼한 분위기에서 편안하게 업무","","4","4","3","2","3","1","3","1","1","1","2","3","1","1","1","1","2","2","2","3","1","3","1","1","개인통화 및 스트레칭 등을 할 수 있는 작은 휴식공간 마련 요청","40대","기획조정실 - 경영전략팀","차장","114982793938"
"2025","42","60","40","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|참고 서적이나 서류 검토|업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","업무 관련 통화","현재 서류 검토할 공간이 다소 협소함. 실물 서류를 검토하는 부서의 특수성 반영되어야 함.","거의 모든 업무를 내 자리에서 수행한다.","","비정기적으로 의견을 교류하는 캐주얼 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|자유롭게 아이디어를 나누는 브레인스토밍 회의","비정기적으로 의견을 교류하는 캐주얼 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","","3-4회","30분 미만","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","영업지원실 - 영업업무팀|영업지원실 - 공제사업팀|기획조정실 - 기획예산팀|해당사항 없음","영업지원실 - 영업업무팀","영업지원실 - 공제사업팀","기획조정실 - 기획예산팀","해당사항 없음","분리된 공간에서 조용하게 집중 업무|조직 구성원이 모여 자유로운 업무공유 및 토론|조직 구성원과의 편안한 대화","분리된 공간에서 조용하게 집중 업무","조직 구성원이 모여 자유로운 업무공유 및 토론","조직 구성원과의 편안한 대화","","5","5","3","2","2","1","3","1","4","3","2","2","3","3","1","2","2","4","4","4","2","4","3","2","사무환경도 시대흐름에 맞춰 자유롭고 동기유발이 되는 구조로 변화되었으면 좋겠습니다.","40대","채권관리실 - 채권관리팀","과장","114982793918"
"2025","43","40","60","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|업무 관련 통화|참고 서적이나 서류 검토","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","업무 관련 통화","참고 서적이나 서류 검토","","거의 모든 업무를 내 자리에서 수행한다.","","비정기적으로 의견을 교류하는 캐주얼 회의|자유롭게 아이디어를 나누는 브레인스토밍 회의|외부 인원(계열사, 협력사 등)과의 업무 협의 회의","비정기적으로 의견을 교류하는 캐주얼 회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","","1-2회","30분 미만","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","채권관리실 - 법무팀|기획조정실 - 기획예산팀|경영지원실 - 총무팀|기획조정실 - 홍보팀","채권관리실 - 법무팀","기획조정실 - 기획예산팀","경영지원실 - 총무팀","기획조정실 - 홍보팀","캐주얼한 분위기에서 편안하게 업무|출근 직후 및 점심 시간에 간단한 취식|출근 직후 또는 업무 중 짧은 휴식","캐주얼한 분위기에서 편안하게 업무","출근 직후 및 점심 시간에 간단한 취식","출근 직후 또는 업무 중 짧은 휴식","","5","5","1","1","1","1","1","1","3","1","1","3","4","5","2","1","2","2","3","4","1","4","1","4","주변 부서 소음 차단이 잘 됐으면 좋겠음. 수직적인 구조가 아니라 수평적 구조였음 좋겠음.","30대","영업지원실 - 영업업무팀","과장","114982797805"
"2025","44","80","20","업무 관련 통화|문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|참고 서적이나 서류 검토","업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","","내 자리 또는 사무실 내 1인 업무 공간에서 수행한다.","","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|외부 인원(계열사, 협력사 등)과의 업무 협의 회의|지식 공유 목적의 교육 및 세미나","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","지식 공유 목적의 교육 및 세미나","","5-6회","30분~1시간","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","정보화지원센터|채권관리실 - 법무팀|기획조정실 - 경영전략팀|기획조정실 - 홍보팀","정보화지원센터","채권관리실 - 법무팀","기획조정실 - 경영전략팀","기획조정실 - 홍보팀","캐주얼한 분위기에서 편안하게 업무|별도로 마련된 공간에서 고객 및 방문자 응대|출근 직후 및 점심 시간에 간단한 취식","캐주얼한 분위기에서 편안하게 업무","별도로 마련된 공간에서 고객 및 방문자 응대","출근 직후 및 점심 시간에 간단한 취식","","5","2","3","1","2","1","2","1","4","3","3","3","4","5","1","3","3","2","5","2","1","4","1","1","","30대","영업지원실 - 공제사업팀","사원","114982795066"
"2025","45","70","30","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|업무 관련 통화|참고 서적이나 서류 검토","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","업무 관련 통화","참고 서적이나 서류 검토","","내 자리 또는 사무실 내 1인 업무 공간에서 수행한다.","","비정기적으로 의견을 교류하는 캐주얼 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|외부 인원(계열사, 협력사 등)과의 업무 협의 회의","비정기적으로 의견을 교류하는 캐주얼 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","","1-2회","30분 미만","4인 이하|9-16인|17인 이상","4인 이하","9-16인","17인 이상","정보화지원센터|영업지원실 - 신용심사팀|채권관리실 - 법무팀|영업지원실 - 공제사업팀","정보화지원센터","영업지원실 - 신용심사팀","채권관리실 - 법무팀","영업지원실 - 공제사업팀","분리된 공간에서 조용하게 집중 업무|출근 직후 또는 업무 중 짧은 휴식|별도로 마련된 공간에서 고객 및 방문자 응대","분리된 공간에서 조용하게 집중 업무","출근 직후 또는 업무 중 짧은 휴식","별도로 마련된 공간에서 고객 및 방문자 응대","","4","4","3","3","3","4","4","3","4","4","4","4","4","3","3","2","3","4","4","5","2","6","2","6","","20대","영업지원실 - 영업업무팀","대리","114982793969"
"2025","46","80","20","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|참고 서적이나 서류 검토|업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","업무 관련 통화","","거의 모든 업무를 내 자리에서 수행한다.","","비정기적으로 의견을 교류하는 캐주얼 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|자유롭게 아이디어를 나누는 브레인스토밍 회의","비정기적으로 의견을 교류하는 캐주얼 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","","1-2회","30분 미만","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","기획조정실 - 기획예산팀|기획조정실 - 홍보팀|영업지원실 - 공제사업팀|금융사업실 - 금융사업팀","기획조정실 - 기획예산팀","기획조정실 - 홍보팀","영업지원실 - 공제사업팀","금융사업실 - 금융사업팀","분리된 공간에서 조용하게 집중 업무|카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅|출근 직후 및 점심 시간에 간단한 취식","분리된 공간에서 조용하게 집중 업무","카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅","출근 직후 및 점심 시간에 간단한 취식","","5","4","3","3","2","2","2","2","4","3","3","3","3","3","2","1","3","3","3","4","1","3","2","4","","30대","기획조정실 - 경영전략팀","대리","114982796170"
"2025","47","80","20","참고 서적이나 서류 검토|문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|업무 관련 통화","참고 서적이나 서류 검토","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","업무 관련 통화","","거의 모든 업무를 내 자리에서 수행한다.","","비정기적으로 의견을 교류하는 캐주얼 회의|외부 인원(계열사, 협력사 등)과의 업무 협의 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","비정기적으로 의견을 교류하는 캐주얼 회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","","1-2회","30분~1시간","5-8인|4인 이하|9-16인","5-8인","4인 이하","9-16인","금융사업실 - 금융사업팀|금융사업실 - 회계팀|기획조정실 - 경영전략팀|기획조정실 - 기획예산팀","금융사업실 - 금융사업팀","금융사업실 - 회계팀","기획조정실 - 경영전략팀","기획조정실 - 기획예산팀","출근 직후 또는 업무 중 짧은 휴식|분리된 공간에서 조용하게 집중 업무|카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅","출근 직후 또는 업무 중 짧은 휴식","분리된 공간에서 조용하게 집중 업무","카페 같은 분위기와 오픈된 공간에서 캐주얼한 미팅","","5","5","5","1","1","5","5","1","5","1","5","5","7","7","1","1","1","1","1","7","1","7","1","7","노후화된 화장실 개선  본사 사옥 리모델링 또는 재건축 필요","30대","금융사업실 - 대체투자팀","과장","114982793824"
"2025","48","70","30","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|업무 관련 통화|참고 서적이나 서류 검토","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","업무 관련 통화","참고 서적이나 서류 검토","","거의 모든 업무를 내 자리에서 수행한다.","","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|비정기적으로 의견을 교류하는 캐주얼 회의|자유롭게 아이디어를 나누는 브레인스토밍 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","비정기적으로 의견을 교류하는 캐주얼 회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","","3-4회","30분~1시간","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","경영지원실 - 총무팀|영업지원실 - 영업업무팀|경영지원실 - 사옥관리팀|기획조정실 - 경영전략팀","경영지원실 - 총무팀","영업지원실 - 영업업무팀","경영지원실 - 사옥관리팀","기획조정실 - 경영전략팀","분리된 공간에서 조용하게 집중 업무|출근 직후 및 점심 시간에 간단한 취식|별도로 마련된 공간에서 고객 및 방문자 응대","분리된 공간에서 조용하게 집중 업무","출근 직후 및 점심 시간에 간단한 취식","별도로 마련된 공간에서 고객 및 방문자 응대","","5","5","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","외부인이 내방했을 때 회의공간이 부족해서 개인사물함, 옷걸이가 비치된 공간에서 접객하는 창피한 상황은 이제 그만 발생했으면 합니다. ","40대","기획조정실 - 기획예산팀","차장","114982794404"
"2025","49","80","20","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|참고 서적이나 서류 검토|업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","업무 관련 통화","","내 자리 또는 사무실 내 1인 업무 공간에서 수행한다.","","자유롭게 아이디어를 나누는 브레인스토밍 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|지식 공유 목적의 교육 및 세미나","자유롭게 아이디어를 나누는 브레인스토밍 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","지식 공유 목적의 교육 및 세미나","","1-2회","30분 미만","5-8인|4인 이하|9-16인","5-8인","4인 이하","9-16인","영업지원실 - 신용심사팀|영업지원실 - 영업업무팀|채권관리실 - 채권관리팀|경영지원실 - 사옥관리팀","영업지원실 - 신용심사팀","영업지원실 - 영업업무팀","채권관리실 - 채권관리팀","경영지원실 - 사옥관리팀","캐주얼한 분위기에서 편안하게 업무|조직 구성원이 모여 자유로운 업무공유 및 토론|출근 직후 또는 업무 중 짧은 휴식","캐주얼한 분위기에서 편안하게 업무","조직 구성원이 모여 자유로운 업무공유 및 토론","출근 직후 또는 업무 중 짧은 휴식","","5","5","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","6","6","","20대","정보화지원센터","사원","114982794689"
"2025","50","70","30","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)|업무 관련 통화|참고 서적이나 서류 검토","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","업무 관련 통화","참고 서적이나 서류 검토","","거의 모든 업무를 내 자리에서 수행한다.","","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|외부 인원(계열사, 협력사 등)과의 업무 협의 회의|지식 공유 목적의 교육 및 세미나","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","지식 공유 목적의 교육 및 세미나","","1-2회","30분~1시간","5-8인|4인 이하|9-16인","5-8인","4인 이하","9-16인","영업지원실 - 공제사업팀|영업지원실 - 신용심사팀|영업지원실 - 영업업무팀|해당사항 없음","영업지원실 - 공제사업팀","영업지원실 - 신용심사팀","영업지원실 - 영업업무팀","해당사항 없음","분리된 공간에서 조용하게 집중 업무|출근 직후 및 점심 시간에 간단한 취식|출근 직후 또는 업무 중 짧은 휴식","분리된 공간에서 조용하게 집중 업무","출근 직후 및 점심 시간에 간단한 취식","출근 직후 또는 업무 중 짧은 휴식","","4","2","4","2","3","2","3","2","3","2","3","3","2","2","2","2","2","5","5","5","2","2","2","2","","30대","정보화지원센터","대리","114982794797"
"2025","52","40","60","업무 관련 통화|참고 서적이나 서류 검토|문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","업무 관련 통화","참고 서적이나 서류 검토","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","","일정 시간 사무실 외부 공간에서 업무를 수행한다.","","외부 인원(계열사, 협력사 등)과의 업무 협의 회의|팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|자유롭게 아이디어를 나누는 브레인스토밍 회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","자유롭게 아이디어를 나누는 브레인스토밍 회의","","3-4회","30분~1시간","5-8인|4인 이하|9-16인","5-8인","4인 이하","9-16인","경영지원실 - 사옥관리팀|경영지원실 - 인사팀|기획조정실 - 기획예산팀|해당사항 없음","경영지원실 - 사옥관리팀","경영지원실 - 인사팀","기획조정실 - 기획예산팀","해당사항 없음","별도로 마련된 공간에서 고객 및 방문자 응대|조직 구성원과의 편안한 대화|출근 직후 및 점심 시간에 간단한 취식","별도로 마련된 공간에서 고객 및 방문자 응대","조직 구성원과의 편안한 대화","출근 직후 및 점심 시간에 간단한 취식","","4","4","2","1","2","1","1","2","3","2","1","2","3","1","3","2","2","4","1","3","1","3","1","2","결재권자와의 자유로운 소통 결재권자가 업무지시가 아닌 끌어가는 소통과 협업이 가능한 공간으로 구성되었으면 좋겠습니다","30대","경영지원실 - 총무팀","대리","114982121136"
"2025","53","60","40","참고 서적이나 서류 검토|업무 관련 통화|문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","참고 서적이나 서류 검토","업무 관련 통화","문서 또는 그래픽, 프로그래밍 작업 (컴퓨터 기반 업무)","","내 자리 또는 사무실 내 1인 업무 공간에서 수행한다.","","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의|외부 인원(계열사, 협력사 등)과의 업무 협의 회의|비정기적으로 의견을 교류하는 캐주얼 회의","팀원 또는 유관부서와의 정보 공유, 의사결정 등을 위한 정형회의","외부 인원(계열사, 협력사 등)과의 업무 협의 회의","비정기적으로 의견을 교류하는 캐주얼 회의","","1-2회","30분~1시간","4인 이하|5-8인|9-16인","4인 이하","5-8인","9-16인","경영지원실 - 총무팀|기획조정실 - 기획예산팀|금융사업실 - 회계팀|해당사항 없음","경영지원실 - 총무팀","기획조정실 - 기획예산팀","금융사업실 - 회계팀","해당사항 없음","분리된 공간에서 조용하게 집중 업무|출근 직후 및 점심 시간에 간단한 취식|장비가 잘 갖춰진 회의공간에서 밀도 높은 미팅","분리된 공간에서 조용하게 집중 업무","출근 직후 및 점심 시간에 간단한 취식","장비가 잘 갖춰진 회의공간에서 밀도 높은 미팅","","3","4","1","2","2","2","2","1","3","2","3","2","1","2","2","1","1","2","2","2","1","2","2","2","","30대","경영지원실 - 사옥관리팀","대리","114982061490"
